 8,0.82672,0.31662,-0.99831,0.87465
 8,0.48348,0.04410,-0.99959,0.88447
 9,-0.40696,-0.01678,-0.99631,0.88352
 9,0.33187,0.26088,-0.99779,0.88403
 9,-0.68604,0.55345,-0.99888,0.88047
 9,-0.33290,-0.95257,-0.99894,0.87483
 9,0.38700,0.37128,-0.99973,0.87980
 9,-0.94516,0.99220,-0.99990,0.87861
 9,0.89220,0.18698,-0.99902,0.88141
 9,0.99964,0.28127,-0.99938,0.87661
 9,0.94717,0.09520,-0.99559,0.87394
 9,0.82232,-0.16054,-0.99889,0.88342
10,-0.41711,0.58284,-0.99365,0.87752
10,-0.52139,0.31155,-0.99424,0.87739
10,0.85854,0.45031,-0.99869,0.87914
10,-0.62487,0.67610,-0.99893,0.87393
10,-0.13168,0.66339,-0.99979,0.88308
10,0.39051,0.78940,-0.99966,0.88469
10,-0.08486,0.55753,-0.99974,0.88486
10,0.50569,0.45181,-0.99987,0.87728
10,0.12978,0.38075,-0.99817,0.87642
10,-0.24702,0.65612,-0.99962,0.88447
11,0.18397,0.27051,-0.99748,0.87726
11,-0.56979,-0.07485,-0.99891,0.88133
11,0.99975,-0.23221,-0.99992,0.88456
11,-0.39282,0.84373,-0.99997,0.88038
11,0.84159,0.12837,-0.99999,0.88760
11,0.99452,-0.99321,-0.99997,0.88363
11,-0.04740,0.22299,-0.99992,0.88639
11,-0.46981,0.62234,-0.99996,0.87322
11,-0.41986,0.35012,-0.99869,0.86977
11,-0.49641,0.80957,-0.99972,0.88135
12,-0.15090,0.36664,-0.99444,0.88062
12,-0.58605,0.15653,-0.99649,0.87976
12,0.99541,0.33174,-0.99871,0.87862
12,-0.60498,0.80591,-0.99897,0.87374
12,0.37237,0.61544,-0.99979,0.88026
12,0.94162,-0.27616,-0.99947,0.87533
12,-0.44711,0.70430,-0.99978,0.87798
12,-0.72498,0.76439,-0.99989,0.86746
12,-0.49087,0.59088,-0.99844,0.86893
12,-0.61376,0.86157,-0.99972,0.88011
13,-0.38194,0.23196,-0.99544,0.87093
13,0.13673,0.22878,-0.99762,0.87257
13,-0.49399,0.46383,-0.99957,0.87111
13,-0.35153,-0.49741,-0.99955,0.86566
13,-0.61303,0.44023,-0.99994,0.87196
13,-0.26672,-0.14851,-0.99993,0.86824
13,-0.64920,0.64208,-0.99984,0.87409
13,-0.78383,0.80737,-0.99991,0.86442
13,-0.55936,0.62813,-0.99839,0.87068
13,-0.70383,0.85482,-0.99974,0.87845
14,-0.35274,-0.24382,-0.99644,0.87748
14,0.23521,0.11152,-0.99836,0.87776
14,-0.47996,0.53956,-0.99973,0.88027
14,-0.20148,-0.96180,-0.99966,0.87310
14,-0.46652,0.29075,-0.99989,0.87792
14,-0.14588,0.15741,-0.99993,0.87311
14,-0.57479,0.59981,-0.99934,0.87902
14,-0.47656,0.65921,-0.99964,0.87196
14,-0.43355,0.45452,-0.99620,0.86923
14,-0.67011,0.80386,-0.99928,0.87875
15,-0.15777,0.43830,-0.99379,0.87026
15,-0.50356,0.16721,-0.99613,0.87192
15,0.98470,0.02975,-0.99915,0.86792
15,-0.52804,0.71300,-0.99943,0.86286
15,0.42168,0.21098,-0.99973,0.87113
15,0.90741,-0.35698,-0.99960,0.86514
15,-0.08301,0.40697,-0.99946,0.87480
15,-0.18431,0.43460,-0.99973,0.86582
15,-0.26726,0.50427,-0.99799,0.87199
15,-0.50650,0.50146,-0.99952,0.88192
16,-0.22514,0.24831,-0.99664,0.87498
16,-0.51015,0.31829,-0.99792,0.87711
16,0.86318,0.16210,-0.99981,0.87797
16,-0.25584,-0.32823,-0.99978,0.87357
16,0.17540,0.62978,-0.99999,0.87858
16,0.41961,0.71548,-0.99998,0.87420
16,0.16640,0.63463,-0.99992,0.87856
16,0.74651,0.54355,-0.99997,0.87321
16,0.12812,0.60621,-0.99890,0.86878
16,-0.36627,0.73287,-0.99975,0.87884
17,-0.11901,0.24680,-0.99387,0.88155
17,-0.14876,0.09039,-0.99516,0.88027
17,0.95739,0.01588,-0.99867,0.87975
17,-0.31197,0.25754,-0.99886,0.87521
17,0.89451,0.12235,-0.99980,0.87614
17,0.10935,0.89496,-0.99988,0.87530
17,0.95733,-0.29166,-0.99964,0.87603
17,0.99989,-0.09754,-0.99978,0.86898
17,0.96559,0.03736,-0.99704,0.87053
17,0.86684,-0.38027,-0.99936,0.88263
18,-0.21423,0.55889,-0.99661,0.87599
18,-0.74799,0.29039,-0.99782,0.87986
18,0.99691,0.13946,-0.99965,0.88039
18,-0.43220,0.73618,-0.99973,0.87255
18,0.66201,0.57117,-0.99994,0.87980
18,0.98734,-0.85562,-0.99980,0.87925
18,-0.34498,0.68190,-0.99984,0.87862
18,-0.66169,0.84526,-0.99992,0.86966
18,-0.51418,0.46694,-0.99889,0.86869
18,-0.64906,0.91340,-0.99984,0.87899
19,-0.52818,-0.45193,-0.99786,0.88485
19,0.62200,0.19126,-0.99881,0.88651
19,-0.80685,0.71788,-0.99898,0.88395
19,-0.34873,-0.99871,-0.99705,0.88425
19,-0.22589,0.70012,-0.99968,0.87765
19,-0.97293,0.99918,-0.99989,0.88226
19,0.76550,0.36511,-0.99871,0.88149
19,0.99529,0.49283,-0.99936,0.88231
19,0.85742,-0.23878,-0.99761,0.87382
19,0.67688,-0.33703,-0.99948,0.87930
20,-0.20739,0.26375,-0.99629,0.87530
20,-0.03930,0.02273,-0.99856,0.88020
20,0.59792,0.20948,-0.99972,0.88177
20,-0.42271,0.37226,-0.99986,0.87418
20,-0.38682,0.47632,-0.99993,0.87923
20,0.35213,-0.31285,-0.99992,0.87144
20,-0.56247,0.61141,-0.99951,0.87892
20,-0.73594,0.72386,-0.99978,0.86745
20,-0.50057,0.54728,-0.99760,0.86775
20,-0.63980,0.86693,-0.99937,0.87842
21,-0.38417,0.02594,-0.99587,0.88511
21,-0.25024,0.14559,-0.99813,0.88469
21,-0.55804,0.14614,-0.99976,0.88645
21,-0.22298,-0.69812,-0.99983,0.87974
21,-0.35259,0.14004,-0.99993,0.88821
21,-0.05799,-0.70909,-0.99988,0.88485
21,-0.54674,0.42566,-0.99973,0.88622
21,-0.63428,0.63372,-0.99988,0.87889
21,-0.51275,0.12414,-0.99674,0.87215
21,-0.63064,0.75782,-0.99939,0.88233
22,-0.41378,-0.49124,-0.99659,0.88056
22,0.68959,0.06348,-0.99797,0.88343
22,-0.70796,0.64557,-0.99932,0.87577
22,-0.32630,-0.98871,-0.99894,0.86829
22,-0.24728,0.40961,-0.99963,0.87518
22,-0.90729,0.98333,-0.99987,0.87065
22,0.35641,0.38370,-0.99695,0.87873
22,0.96278,0.42562,-0.99877,0.86581
22,0.66880,0.25035,-0.99294,0.87190
22,0.38203,0.16027,-0.99803,0.88246
23,-0.50990,0.35612,-0.99740,0.87772
23,-0.12087,0.26150,-0.99851,0.88176
23,-0.67492,0.57814,-0.99951,0.88125
23,-0.44971,-0.43437,-0.99934,0.87669
23,-0.64868,0.78701,-0.99998,0.87884
23,-0.46110,0.55952,-0.99993,0.87872
23,-0.46683,0.58392,-0.99994,0.87822
23,-0.83207,0.63853,-0.99997,0.86954
23,-0.53155,-0.07397,-0.99949,0.86910
23,-0.53232,0.88506,-0.99992,0.88036
24,-0.45526,0.39686,-0.99715,0.87394
24,-0.22477,0.35364,-0.99835,0.87802
24,-0.08049,0.52123,-0.99963,0.87761
24,-0.55619,-0.07970,-0.99962,0.87207
24,-0.35538,0.63419,-0.99993,0.87863
24,-0.51162,0.95446,-0.99993,0.87664
24,0.00594,0.51269,-0.99978,0.88294
24,0.79602,0.78614,-0.99993,0.87436
24,0.37745,0.17144,-0.99830,0.87301
24,-0.18360,0.25173,-0.99950,0.88197
25,-0.29536,0.18626,-0.99716,0.88369
25,-0.13162,0.09594,-0.99852,0.88604
25,-0.05931,0.29062,-0.99983,0.88480
25,-0.29430,-0.04967,-0.99988,0.87844
25,-0.11736,0.44445,-0.99999,0.88925
25,0.45064,-0.56289,-0.99998,0.88414
25,-0.50855,0.57221,-0.99993,0.88280
25,-0.53578,0.38473,-0.99997,0.87100
25,-0.64709,0.64181,-0.99855,0.87156
25,-0.78988,0.93023,-0.99981,0.88507
26,-0.32291,0.29693,-0.99498,0.87463
26,-0.17914,0.18489,-0.99730,0.87820
26,0.15463,0.15574,-0.99966,0.87807
26,-0.34934,-0.05894,-0.99974,0.87287
26,-0.38218,0.33094,-0.99992,0.87611
26,0.05892,-0.17148,-0.99992,0.86961
26,-0.45633,0.43899,-0.99955,0.87790
26,-0.61329,0.58723,-0.99974,0.86932
26,-0.46537,0.58762,-0.99690,0.87043
26,-0.59753,0.74014,-0.99933,0.88089
27,-0.39209,-0.17076,-0.99614,0.87521
27,0.21989,0.13504,-0.99806,0.87626
27,-0.70320,0.55795,-0.99946,0.87723
27,-0.30964,-0.89056,-0.99901,0.87061
27,-0.27798,0.80164,-0.99991,0.87122
27,-0.89855,0.98202,-0.99995,0.86796
27,0.32888,0.68496,-0.99966,0.87703
27,0.94990,0.14285,-0.99972,0.87167
27,0.60588,0.00388,-0.99902,0.87342
27,0.33421,0.55845,-0.99984,0.87862
28,-0.46946,-0.14704,-0.99783,0.87660
28,0.29404,0.32834,-0.99879,0.88099
28,-0.71950,0.82115,-0.99991,0.88205
28,-0.13881,-0.92792,-0.99987,0.87824
28,-0.53218,0.66989,-0.99997,0.88076
28,-0.21229,0.36591,-0.99995,0.87379
28,-0.67862,0.93755,-0.99957,0.88509
28,-0.91365,0.86203,-0.99971,0.87431
28,-0.72514,0.69150,-0.99754,0.87000
28,-0.69983,0.98422,-0.99977,0.88122
29,-0.43609,0.22899,-0.99222,0.87938
29,0.13085,0.15577,-0.99678,0.87932
29,-0.62680,0.49485,-0.99939,0.87831
29,-0.40151,-0.24138,-0.99943,0.87250
29,-0.58317,0.59103,-0.99979,0.87591
29,-0.48699,0.37511,-0.99968,0.87066
29,-0.63026,0.84437,-0.99938,0.87841
29,-0.51749,0.59977,-0.99963,0.87059
29,-0.50107,0.50264,-0.99649,0.86983
29,-0.69964,0.89205,-0.99956,0.88003
30,-0.38981,0.31949,-0.99639,0.88052
30,-0.14300,0.21798,-0.99794,0.88060
30,-0.11471,0.26065,-0.99971,0.87504
30,-0.20887,-0.14559,-0.99965,0.87281
30,-0.28507,0.56408,-0.99990,0.87021
30,-0.41772,0.65826,-0.99986,0.86585
30,-0.47627,0.66263,-0.99949,0.87194
30,-0.38575,0.31330,-0.99972,0.86524
30,-0.45945,0.56849,-0.99683,0.86763
30,-0.62923,0.76050,-0.99946,0.87869
31,-0.38728,0.58997,-0.99621,0.87808
31,-0.41735,0.17581,-0.99762,0.88241
31,0.77559,0.35797,-0.99965,0.88348
31,-0.58110,0.74680,-0.99974,0.87725
31,-0.13610,0.43914,-0.99993,0.88461
31,0.29723,0.23105,-0.99994,0.88056
31,-0.08020,0.35573,-0.99971,0.88473
31,0.64647,0.35574,-0.99984,0.88057
31,-0.01351,0.58050,-0.99718,0.86944
31,-0.45760,0.64598,-0.99943,0.88028
32,-0.36213,0.24278,-0.99259,0.87564
32,0.15353,0.17633,-0.99750,0.88196
32,-0.43223,0.58220,-0.99940,0.88198
32,-0.29519,-0.20449,-0.99950,0.87547
32,-0.31759,0.48304,-0.99968,0.87983
32,0.03114,0.08053,-0.99973,0.87060
32,-0.45240,0.62885,-0.99900,0.88190
32,-0.29860,0.45645,-0.99934,0.86738
32,-0.45343,0.54670,-0.99542,0.87356
32,-0.68758,0.79640,-0.99924,0.88572
33,-0.31765,0.27084,-0.98955,0.88032
33,-0.20580,0.20678,-0.99587,0.88504
33,-0.26970,0.15200,-0.99895,0.88319
33,-0.33386,0.23326,-0.99959,0.87921
33,-0.36704,0.40606,-0.99970,0.88661
33,0.01604,-0.69012,-0.99941,0.87763
33,-0.46169,0.44400,-0.99926,0.88848
33,-0.51154,0.78429,-0.99955,0.87583
33,-0.42646,0.42427,-0.99448,0.87177
33,-0.59251,0.71695,-0.99897,0.88589
34,-0.45688,0.43657,-0.99666,0.87127
34,-0.08958,0.19983,-0.99809,0.87732
34,-0.67396,0.73456,-0.99942,0.87154
34,-0.51340,-0.28624,-0.99897,0.86533
34,-0.74582,0.87831,-0.99984,0.87526
34,-0.65653,0.58213,-0.99975,0.86978
34,-0.53279,0.73726,-0.99953,0.88011
34,-0.58615,0.40671,-0.99951,0.86976
34,-0.37420,-0.06718,-0.99868,0.87295
34,-0.47036,0.88378,-0.99981,0.88440
35,-0.47193,0.24124,-0.99645,0.87423
35,-0.16038,0.26023,-0.99735,0.87424
35,-0.44169,0.41065,-0.99925,0.87494
35,-0.56968,-0.70283,-0.99897,0.86956
35,-0.06994,0.63532,-0.99978,0.87660
35,-0.86457,0.97782,-0.99986,0.87670
35,0.83557,0.21819,-0.99938,0.87804
35,0.99752,0.07169,-0.99967,0.87214
35,0.87487,0.14810,-0.99710,0.87378
35,0.64047,-0.02429,-0.99941,0.88132
36,-0.30242,0.42187,-0.99653,0.87599
36,-0.53972,0.20671,-0.99781,0.87612
36,0.98838,0.17123,-0.99948,0.87429
36,-0.62193,0.47408,-0.99947,0.86838
36,0.77668,0.32261,-0.99984,0.87481
36,0.73022,0.62235,-0.99981,0.87596
36,0.69503,0.14440,-0.99961,0.87653
36,0.98916,0.23814,-0.99986,0.86991
36,0.73089,0.26168,-0.99717,0.87024
36,0.25328,0.21138,-0.99933,0.87681
37,-0.56919,0.44523,-0.99678,0.87819
37,-0.53210,0.32292,-0.99846,0.87909
37,-0.64043,0.51079,-0.99972,0.88252
37,-0.49360,-0.13735,-0.99971,0.87652
37,-0.42529,0.66198,-0.99985,0.88417
37,0.12120,-0.89398,-0.99950,0.88355
37,-0.53812,0.58859,-0.99964,0.88125
37,-0.87184,0.92128,-0.99958,0.87317
37,-0.71352,0.48402,-0.99759,0.87341
37,-0.68238,0.96244,-0.99968,0.88195
38,-0.40255,-0.07966,-0.99816,0.87668
38,0.44919,0.27912,-0.99922,0.87826
38,-0.64041,0.70878,-0.99991,0.87555
38,-0.18156,-0.98271,-0.99985,0.87098
38,-0.48321,0.35872,-0.99994,0.87179
38,-0.43059,0.38467,-0.99997,0.86671
38,-0.55893,0.82412,-0.99921,0.87566
38,-0.44892,0.51946,-0.99939,0.86502
38,-0.48316,0.72692,-0.99422,0.86737
38,-0.67401,0.90914,-0.99921,0.87948
39,-0.36925,0.17058,-0.99785,0.87907
39,-0.00094,0.26416,-0.99865,0.87480
39,-0.34250,0.49364,-0.99986,0.87331
39,-0.28494,-0.83593,-0.99979,0.87162
39,-0.09560,0.58206,-0.99994,0.87254
39,-0.41070,0.80748,-0.99995,0.87044
39,0.08025,0.47569,-0.99968,0.88065
39,0.81105,0.37952,-0.99982,0.87739
39,0.21915,0.20314,-0.99776,0.87584
39,-0.27051,0.50278,-0.99966,0.88181
40,-0.46272,-0.04451,-0.99629,0.87389
40,0.30350,0.21535,-0.99709,0.87519
40,-0.62740,0.52773,-0.99917,0.87125
40,-0.42073,-0.90677,-0.99855,0.86644
40,0.31554,0.65845,-0.99973,0.87180
40,-0.96640,0.99799,-0.99987,0.87083
40,0.95439,0.19899,-0.99865,0.87826
40,0.99984,0.37497,-0.99932,0.87055
40,0.97212,-0.00757,-0.99500,0.87510
40,0.90658,-0.32574,-0.99873,0.88408
41,-0.10577,0.29817,-0.99499,0.86895
41,-0.37549,0.14757,-0.99733,0.87308
41,0.97787,0.06565,-0.99899,0.87186
41,-0.36405,0.50509,-0.99945,0.86312
41,0.38720,0.20001,-0.99977,0.87389
41,0.92191,-0.37457,-0.99968,0.86590
41,-0.39119,0.43014,-0.99956,0.87716
41,-0.53646,0.68328,-0.99986,0.86281
41,-0.37469,0.50676,-0.99658,0.86942
41,-0.53849,0.63609,-0.99908,0.87974
42,-0.45331,-0.37221,-0.99774,0.87915
42,0.66479,0.14137,-0.99869,0.87982
42,-0.72317,0.59966,-0.99967,0.88289
42,-0.37210,-0.98468,-0.99946,0.87701
42,-0.21530,0.52293,-0.99994,0.87841
42,-0.90994,0.99058,-0.99998,0.87804
42,0.33653,0.44496,-0.99947,0.87920
42,0.97333,-0.04276,-0.99979,0.87399
42,0.57322,0.46312,-0.99731,0.87421
42,0.20912,0.44128,-0.99944,0.88151
43,-0.52126,0.35098,-0.99680,0.87606
43,-0.45108,0.33868,-0.99804,0.87404
43,-0.52535,0.42979,-0.99955,0.87336
43,-0.43209,-0.32284,-0.99923,0.87213
43,-0.63527,0.42875,-0.99989,0.86592
43,-0.38476,0.62019,-0.99992,0.86635
43,-0.35727,0.40315,-0.99980,0.87523
43,-0.46892,0.41086,-0.99988,0.87168
43,-0.15460,0.22336,-0.99860,0.87085
43,-0.40031,0.42626,-0.99973,0.87605
44,-0.42374,0.37166,-0.99557,0.88246
44,-0.37029,0.22630,-0.99686,0.88257
44,0.36040,0.22109,-0.99894,0.88275
44,-0.50690,0.12947,-0.99935,0.87721
44,-0.37048,0.46562,-0.99974,0.87846
44,0.27356,-0.09823,-0.99957,0.87755
44,-0.45850,0.51293,-0.99950,0.87668
44,-0.66433,0.58272,-0.99962,0.86805
44,-0.38344,0.34975,-0.99801,0.87266
44,-0.48181,0.84630,-0.99970,0.88200
45,-0.33796,0.15612,-0.99183,0.88210
45,0.01212,0.10847,-0.99628,0.88457
45,-0.13229,0.18645,-0.99856,0.88582
45,-0.45464,-0.00145,-0.99926,0.88039
45,-0.14004,0.38565,-0.99954,0.88419
45,-0.25523,0.85555,-0.99958,0.88119
45,0.09011,0.30592,-0.99872,0.87779
45,0.58866,0.33570,-0.99949,0.86630
45,-0.09377,0.49177,-0.99320,0.86847
45,-0.53880,0.40957,-0.99805,0.87775
46,-0.39016,0.21748,-0.99087,0.87608
46,-0.40377,0.27896,-0.99480,0.87593
46,-0.04030,0.14955,-0.99840,0.87530
46,-0.37313,-0.44010,-0.99824,0.86608
46,-0.26046,0.48442,-0.99906,0.87817
46,-0.05941,0.40696,-0.99884,0.87564
46,-0.04947,0.35425,-0.99809,0.87753
46,0.12342,0.35216,-0.99897,0.86802
46,-0.06619,0.25008,-0.99439,0.87247
46,-0.30727,0.53770,-0.99857,0.88088
47,-0.54268,0.31987,-0.99814,0.87863
47,0.08031,0.27452,-0.99859,0.87911
47,-0.71402,0.42603,-0.99965,0.87278
47,-0.57098,-0.71372,-0.99937,0.86809
47,0.66174,0.46712,-0.99997,0.87226
47,-0.98682,0.99856,-0.99999,0.87734
47,0.99340,-0.11566,-0.99995,0.87925
47,1.00000,-0.06646,-0.99996,0.87559
47,0.99659,-0.23499,-0.99941,0.87510
47,0.97796,-0.54602,-0.99990,0.88185
48,-0.49143,-0.05439,-0.99842,0.87477
48,0.60680,0.37848,-0.99922,0.87484
48,-0.80898,0.87073,-0.99974,0.87090
48,-0.33892,-0.97892,-0.99929,0.86473
48,-0.61055,0.59141,-0.99977,0.86895
48,-0.79634,0.98195,-0.99993,0.86738
48,-0.35115,0.68768,-0.99700,0.87357
48,0.22944,0.28274,-0.99816,0.87040
48,-0.17665,0.40516,-0.99242,0.86670
48,-0.50749,0.61244,-0.99859,0.87605
49,-0.29874,-0.44746,-0.99401,0.87750
49,0.44457,0.06936,-0.99672,0.87535
49,-0.40206,0.58720,-0.99918,0.87445
49,-0.14437,-0.97765,-0.99853,0.86926
49,0.30278,0.36573,-0.99963,0.87398
49,-0.45136,0.95457,-0.99986,0.87762
49,0.51511,0.44474,-0.99834,0.87401
49,0.98323,-0.02869,-0.99871,0.86748
49,0.65770,0.28628,-0.99587,0.87326
49,0.14198,0.45351,-0.99925,0.88028
